id,filename,title,data,uri
63,singapore-city-gallery,Singapore City Gallery,singapore city gallery tell story city physical transformation see island transformed year singapore city gallery explore 10 thematic area 50 audiovisual interactive exhibit singapore gallery photo joel chua dy place world transformed humble trading port first-world metropolis short span five decade singapore rapid evolution accompanied remarkable physical transformation skyscraper iconic structure emerging create distinctive city skyline singapore city gallery document nation 's planning challenge effort ten thematic area 50 audiovisual interactive exhibit spanning three floor one key attraction massive architectural model give bird 's eye view city centre come alive light sound show another key attraction allows immerse city 270-degree panoramic show depicts scene daily life singapore dusk dawn may also want check interactive activity get taste city planning insight country 's conservation effort 's multi-sensory experience take deep singapore 's exciting planning journey singapore city gallery 45 maxwell road ura centre singapore 069118 sg operating hour 9am 5pm mon sat closed sun public holiday 9am 5pm mon sat closed sun public holiday,https://www.visitsingapore.com/see-do-singapore/history/history-museums/singapore-city-gallery/
64,indian-national-army-monument,Indian National Army Monument,marker esplanade park one eleven world war ii marker erected 1995 commemorate 50th anniversary end world war ii original indian national army monument singapore built esplanade built 1995 indian national army monument commemorates 50th anniversary world war ii end indian national army monument tell intriguing story singapore past located within esplanade park indian national army monument one eleven world war ii historic site marker erected 1995 commemorate 50th anniversary end world war ii stand site original memorial dedicated unknown soldier indian national army ina destroyed war short-lived army ina set southeast asia japanese help 1942 british surrendered february 1942 japanese encouraged even forced soldier defeated british indian army join ina liberate india first led captain mohan singh ina later headed indian independence campaigner subhas chandra bose dissolved japanese surrendered 1945 forgotten motto original monument built esplanade japanese surrendered 8 july 1945 bose laid foundation stone esplanade word inscribed motto ina unity etihaad faith etmad sacrifice kurbani british force returned singapore year head southeast asia command lord mountbatten ordered original memorial demolished indian national army monument esplanade park singapore sg operating hour daily,https://www.visitsingapore.com/see-do-singapore/history/memorials/indian-national-army-monument/
65,kranji-war-memorial,Kranji War Memorial,"kranji war memorial singapore honour men woman commonwealth died line duty world war ii serene kranji war memorial hillside cemetery set quiet neighbourhood 4,400 white gravestone lined hillside gentle slope kranji war memorial honour men woman perished line duty world war ii deep within quiet neighbourhood 22 kilometre city centre lie kranji war memorial hillside cemetery quite beautiful serenity get honouring dead photo public domain via foter.com memorial honour men woman britain australia canada sri lanka india malaya netherlands new zealand died line duty world war ii see 4,400 white gravestone lined row cemetery gentle slope chinese memorial plot 44 mark mass grave 69 chinese serviceman killed japanese singapore fell february 1942 hilltop memorial photo erwin soo via foter.com walk short flight step hilltop terrace see four memorial largest singapore memorial huge star-topped central pylon rise height 24 metre memorial bear name 24,346 allied soldier airman killed southeast asia known grave find register kept commonwealth war graf commission entrance every year sunday closest remembrance day 11 november memorial service held pay tribute gave life next kranji war memorial kranji military cemetery non-world war site 1,400 burial well singapore state cemetery country first second president encik yusof ishak dr benjamin henry sheares buried kranji war memorial 9 woodland road singapore 738656 sg operating hour daily 8am-6.30pm",https://www.visitsingapore.com/see-do-singapore/history/memorials/kranji-war-memorial/
66,reflections-at-bukit-chandu,Reflections at Bukit Chandu,"heritage centre recount battle pasir panjang one fiercest battle fought japanese singapore world war ii reflection bukit chandu housed lovingly-restored colonial bungalow curatorial fellow national museum singapore giving tour lounge malay regiment field uniform walking-out dress uncover one singapore fascinating tale heroism world war ii reflection bukit chandu rbc housed bungalow bear art deco influence date back 1930s interpretive centre pay tribute malay regiment engaged heroic last stand japanese army battle pasir panjang first established 2002 centre reopened september 2021 new artefact display exhibition giving visitor deeper insight tale valour continues resound age photo reflection bukit chandu ode brave bukit chandu malay opium hill site fiercest fighting world war ii culminating become known battle singapore rbc bungalow stand stone throw away point 226 military position 1,400 men malay regiment made last stand 13,000-strong imperial japanese army 14 february 1942 led lieutenant adnan saidi men `` c '' company 1st malay brigade held ground despite heavily outnumbered fought death aftermath battle many regiment trooper killed refusing remove uniform embodying regimental motto ta setia brave true lieutenant adnan saidi posthumously recognised bravery british government heroic contingent remembered sacrifice defending singapore history heroism explore reflection bukit chandu find various insight life brave soldier fought home yet forged nation enter centre greeted sculpture depicting mortar crew malay regiment tribute bravery first floor interpretive centre find bukit chandu battle point 226 comprising three section exhibition covering origin equipment malay regiment act heroism battle pasir panjang valour aftermath battle exhibition house various artefact tumultuous era including bullet battle footage lieutanant adnan ceremonial parade bullet casing recovered excavation 2019 second floor interpretive centre house gallery tell history bukit chandu surroundings peaceful period predating war including history opium packing plant pineapple plantation dotted vicinity photo reflection bukit chandu access admission smooth contactless entry visitor encouraged pre-book admission ticket via museum website chatbot admission free singapore citizen permanent resident please present nric entry support space sure browse full range specially-designed museum label merchandise inspired museum collection reflection bukit chandu 31-k pepys road singapore 118458 sg operating hour 9.30am 5pm tuesday sunday 9.30am 5pm tuesday sunday",https://www.visitsingapore.com/see-do-singapore/history/memorials/reflections-at-bukit-chandu/
67,jurong-bird-park,Jurong Bird Park,"jurong bird park almost every specie impress avian lover along fun exhibit interactive show course charming resident packed show activity find lot bird jurong bird park bird hand experience close encounter feathered inhabitant jurong bird park up-close encounter prettiest rarest feathered friend step jurong bird park spread across 20.2 hectare western corner singapore sprawling park asia largest collection 5,000 bird 400 specie meet many feathered resident daily feeding session even glimpsing elusive bird like crested guinea fowl iridescent starling turaco colourful attraction miss waterfall aviary one world largest walk-in aviary home 600 bird 30-metre-high waterfall star attraction sprawling park including world largest walk-in lory flight aviary nine story high get close 15 colourful lory specie impressive penguin coast find many specie flightless bird also flamingo lake hundred strutting bird nearby pelican cove world complete collection pelican winged wonder entertained majestic creature flight witness heat hunt mighty eagle falcon hawk show move king sky show part flock high flyer show family hoping instill love nature little one encourage child make feathered friend lunch parrot alternatively drop birdz play bird-themed water playground soaking good time giant tipping bucket zipping across flying fox even arcade game jurong bird park 2 jurong hill singapore 628925 sg operating hour thu-sun 8.30am 6pm including eve public holiday public holiday selected school holiday thu-sun 8.30am 6pm including eve public holiday public holiday selected school holiday",https://www.visitsingapore.com/see-do-singapore/nature-wildlife/fun-with-animals/jurong-bird-park/
68,night-safari,Night Safari,"nocturnal visit embark adventure dark night safari open air zoo house 2,500 creature night get up-close encounter night fall watch nightly routine leopard lion civet porcupine unfolds entertained amazed witness otter binturong civet animal performing natural talent creature night cruise safari guided tram ride come face-to-face nocturnal animal like tapir pangolin clouded leopard dusk fall shutter open night safari welcoming world nocturnal creature mysterious habitat eye take adjust darkness greeted close 900 animal 100 specie world first nocturnal wildlife park 41 specie threatened including many indigenous region endangered asian elephant malayan tapir malayan tiger venturing jungle prefer exploring park wheel guided tram ride live commentary across six geographical zone world rugged himalayan foothill jungle southeast asia exploring park one four walking trail let see even animal visible tram among fishing cat trail recreates nighttime trek jungle singapore popular leopard trail feature largest collection wildlife indigenous southeast asia sure catch newest southern three-banded armadillo action new explorer outpost along fishing cat trail complete night exciting creature night show witness natural talent fascinating creature otter civet binturong capybara maximise visit get board safari adventure tour experienced safari guide show best kept secret night safari buggy ride popular leopard trail night owl place even early sleeper 13-time best attraction experience winner worth staying late night safari 80 mandai lake road singapore 729826 sg operating hour daily 7.30pm 12am best attraction experience 2018",https://www.visitsingapore.com/see-do-singapore/nature-wildlife/fun-with-animals/night-safari/
69,rainforest-lumina,Rainforest Lumina,rainforest unfolds captivating display light sound story evolving spectacle light sound rainforest lumen first launched part festivity marking singapore zoo 45th anniversary expand limit imagination rainforest lumen water zone captivated enchanting spectacle merges light sound guest immerse luminous field pixel light pulsate rhythm night meander shimmering island season 3 rainforest lumina.photo mandai wildlife reserve guest immerse luminous field pixel light pulsate rhythm night meander shimmering island season 3 rainforest lumina.photo mandai wildlife reserve take walk wild uncover story sensory treasure nature rainforest lumen first experience southeast asia rainforest lumen first launched singapore zoo 2018 part 45th anniversary celebration visitor expect enthralled mesmerising audio-visual experience take place across ten picturesque zone within singapore zoo evokes lush luminous world rainforest night merging story setting rainforest lumen feature distinctive narrative centred theme one visitor get meet creature crew group eight virtual animal special virtue take magical adventure like interact heroic animal discover humanity nature interlinked you vital part play sustaining life earth rainforest lumen 3rd season run july 8 2021 february 13 2022 visitor expect immersed dazzling laser display along luminous pathway marvel countless pixel light shimmering island enhanced multimedia water zone captivated bob otter prance around playground display mastery weather conduct symphony light sound orchestral music tandem spectacle simulated thunderstorm pay visit treetop zone tairee white tiger welcome habitat adorable song dance routine befriend magical creature rest crew play sing discover enchanted world rainforest lumen wherever creature crew roams rainforest bloom wonder learn event grab ticket check rainforestlumina.mandai.com singapore zoo 80 mandai lake road singapore 729826 sg,https://www.visitsingapore.com/see-do-singapore/nature-wildlife/fun-with-animals/rainforest-lumina/
70,river-safari-singapore,River Wonders,"let river run river wonder singapore meet manatee monkey piranha panda congregate around park water discover unique wildlife native world iconic river habitat including mekong yangtze amazon river mystery amazon river unveiled amazon river quest exhilarating adventure simulates journey along river bank find kung fu panda river wonder stumble upon adorable animal myriad specie including red panda squirrel monkey giant river otter nestled singapore zoo night safari river wonder river-themed zoo aquarium singapore 's newest wildlife park 6,000 animal including 40 threatened specie zone replicate habitat river across world mississippi yangtze panda paradise visiting resident giant panda kai kai jia jia giant panda forest stop look river wonder singapore adorable red panda rust-coloured fur fox-like face winsome celebrity panda couple making exhibit popular close personal panda mania aside many animal asia 's first river-themed wildlife park embark up-close adventure pelican beaver capybara safari upon river show wander wild amazonia set sail amazon river quest easy 10-minute boat ride let meet amazing wildlife world largest tropical rainforest jaguar maned wolf step squirrel monkey forest say hi tropical aviary free-ranging resident look bounding leap tree watch awe massive manatee swim serenely around equally gargantuan aquarium amazon flooded forest truly beautiful sight discover asia first brickosaurs world explore kingdom 60 dinosaur structure built 1.5 million toy brick learn amazing fact prehistoric animal protect animal extinction 13 november 2021 3 may 2022 detail check brickosaurs website river wonder 80 mandai lake road singapore 729826 sg operating hour daily 10am 7pm",https://www.visitsingapore.com/see-do-singapore/nature-wildlife/fun-with-animals/river-safari-singapore/
71,sea-aquarium,S.E.A. Aquarium™ at Resorts World™ Sentosa,"step s.e.a journey realm beneath wave s.e.a aquarium™ discover 100,000 marine animal capture beautiful shot marine life s.e.a aquarium™ open ocean habitat drawing crowd peek ocean photo choo yut shing stare shoal fish fascinating sea creature swimming tank s.e.a aquarium™ may wonder actually watching fact ogling human like two-legged mammal exhibit side glass tank matter perspective aquarium within resort world™ sentosa magical marine world 100,000 underwater animal approximately 1,000 specie including leopard shark goliath grouper squadron manta ray watery home multitude marine life s.e.a aquarium™ grouped according ten different zone 50 habitat deepen knowledge marine ecosystem observing aquatic specie bay bengal strait malacca andaman sea great lake east africa underwater community coral reef cool marine life cold-water habitat thrilling observation majestic apex predator stroll shark sea habitat contains 200 predator including endangered specie scalloped hammerhead shark aggressive silvertip shark centrepiece s.e.a aquarium™ open ocean habitat humongous aquarium make feel like cavernous ocean floor many sit stare rapt fascination sweeping ocean scenery beyond spotless glass panel probably s.e.a aquarium™ sentosa island 8 sentosa gateway singapore 098269 sg operating hour open daily 10am closing time varies please visit official website information",https://www.visitsingapore.com/see-do-singapore/nature-wildlife/fun-with-animals/sea-aquarium/
72,singapore-zoo,Singapore Zoo,"get close animal stripe walk wild side visit singapore zoo drop top nature wildlife attraction might even make new friend say hello singapore zoo iconic primate orangutan exhibit one popular exhibit zoo located north-western side island singapore zoo wondrous wildlife must-visit animal lover beloved establishment first opened gate public 1973 since become one best rainforest zoo world besides home 2,800 animal 300 specie including crocodile malayan tapir white tiger zoo trove international local award include plaudit forbes traveler one best zoo world asian attraction award popular attraction wildlife park category stb 22nd tourism award best leisure attraction experience year ranked one top 3 zoo world tripadvisor traveller choice award 2018 take walk wild side you discover singapore zoo offer wondrous wildlife photo danny santos stroll singapore zoo 11 zone bound find myriad opportunity unforgettable encounter inhabitant amazing creature find make home open enclosure designed resemble natural habitat befriend grey kangaroo wallaby australasia exhibit get close adorable lemur sloth fragile forest marvel majestic lion zebra wild africa various opportunity up-close encounter abound zoo including behind-the-scenes insight wild discoverer tour feeding session animal like giraffe elephant looking nurture love nature child sign junior zoo keeper camp full-day session give child satisfaction nurturing wildlife immersive experience include multi-day family camp learning animal day sleeping star night spectacular show zoo stage animal star performer spectacular show abound singapore zoo bound enchant educate equal measure watch californian sea lion showing agility splash safari learn amazing fact domesticated companion animal friend befriend gentle giant elephant presentation family planning all-day visit sure drop rainforest lumen stunning display light sound spectacle bound make impression little one join adorable mascot creature crew fight save rainforest multimedia night walk take place across 10 interactive zone see kidzworld go animal-themed romp entire family kidzworld feature myriad activity like water playground rope course pony ride keeper chit chat step shoe zookeeper sign keeper chit chat hear charming anecdote quirk habit zoo animal singapore zoo gift shop adorable plush toy nature-themed memento zoo gift shop make great souvenir bring home discover asia first brickosaurs world explore kingdom 60 dinosaur structure built 1.5 million toy brick learn amazing fact prehistoric animal protect animal extinction 13 november 2021 3 may 2022 detail check brickosaurs website singapore zoo 80 mandai lake road singapore 729826 sg operating hour daily 8.30am – 6pm",https://www.visitsingapore.com/see-do-singapore/nature-wildlife/fun-with-animals/singapore-zoo/
73,fort-canning-park,Fort Canning Park,whether history buff music fan nature lover historic landmark hill full surprise green space fort canning park gateway fascinating historical insight relic day yore photo national park board imagine place singapore malay royalty ruled medieval time british decided surrender invading japanese world war ii wwii recently world biggest music act played rapt audience unlikely combination event taken place hilltop fort canning park one country historical landmark situated central singapore hill accessible famous shopping belt orchard road national museum singapore sits behind park originally known bukit larangan 'forbidden hill malay today 18-hectare space chock full attraction ancient artefact history buff outdoor lawn concert course greenery nature lover charming boutique hotel fort canning also lie photo joel chua dy highlight include maritime corner fort canning tell story singapore 's evolution entrepot trading post international maritime centre fort gate remnant fortress built built 19th century 's also spice garden asean sculpture garden battle box former underground military complex used wwii fort canning green verdant space surrounded 18th century gateway gazebo popular venue stage performance classical music concert alike located heart fort canning lawn gentle slope make perfect natural auditorium beloved event like shakespeare park ballet star fort canning park bounded hill street canning rise clemenceau avenue river valley road singapore 179618 sg,https://www.visitsingapore.com/see-do-singapore/nature-wildlife/parks-gardens/fort-canning-park/
74,gardens-by-the-bay,Gardens by the Bay,"nature beauty unveiled garden bay surreal sight paradise-like space lush greenery garden bay soaring surreal architecture diverse garden pristine grove truly make sight behold supertree grove home garden bay iconic structure great location unforgettable vista able spend entire day discovering wonder nature family garden bay located marina bay waterfront heart singapore garden bay sanctuary nature lover budding horticulturalists alike comprising three distinct space 101 hectares–bay south garden bay east garden bay central garden–this oasis lush greenery multiple accolade since first opened 2012 include landscape award world architecture news 2013 best attraction asia pacific travel weekly 2015 best attraction experience 2019 singapore tourism award rundown see garden bay flower dome beauty nature beckons visitor flower dome bay south garden covering 1.28 hectare verdant space larger three cooled conservatory broke guinness world record world largest glass greenhouse 2015 home plant flower five continent thousand-year old olive tree magnolia orchid certainly one garden bay spectacular attraction flower dome far floral paradise awaits visitor floral fantasy explore garden bay leisure sure keep eye floral fantasy second garden three indoor conservatory delf realm history fantasy four distinct zone taking inspiration fairy tale storied hanging garden babylon cavernous space dramatic driftwood sculpture work floral art cloud forest garden bay third conservatory aptly named cloud forest mist-filled landscape rare vegetation dramatic vista towering conservatory fern pitcher plant cloud mountain 35-metre tall structure veiled mist covered lush vegetation imagination bound soar scale height discover plant life tropical highland supertree grove exit conservatory likely notice grove soaring surreal structure known supertrees vertical garden span 25 50 metre height two towering structure connected dramatic arch ocbc skyway dusk fall grove light garden rhapsody spectacle light sound unforgettable view singapore ascend top supertree observatory 50-metre-high observation deck boast unobstructed vista beautiful marina bay district round visit garden bay unforgettable sunset bay east garden lush open lawn beautiful waterfront give unobscured view singapore skyline floral clock work fuse horology horticulture floral clock bezel adorned diverse collection flora wishbone flower madagascar periwinkle far east organization child garden romp little one amidst water feature interactive playscapes far east organization child garden marguerite delight taste contemporary cuisine marguerite boast range omnivore herbivore menu highight provenance produce season delight taste contemporary cuisine marguerite boast range omnivore herbivore menu highight provenance produce season heritage garden verdant space four themed garden weave narrative tapestry singapore past collection fruit plant flora sun pavilion stark beauty desert full display sun pavilion home 1,000 desert plant garden bay 18 marina garden drive singapore 018953 sg operating hour outdoor garden daily 5am-2am cooled conservatory flower dome cloud forest daily 9am-9pm last admission 8.30pm floral fantasy mon-fri 10am-7pm last admission 6.30pm sat sun public holiday 10am-8pm last admission 7.30pm ocbc skyway daily 9am-9pm last admission 8.30pm supertree observatory daily 4-9pm last admission 8.30pm far east organization child 's garden tue -sun 9am-7pm last admission 6pm closed tuesday public holiday fall preceding monday outdoor garden daily 5am-2am cooled conservatory flower dome cloud forest daily 9am-9pm last admission 8.30pm floral fantasy mon-fri 10am-7pm last admission 6.30pm sat sun public holiday 10am-8pm last admission 7.30pm ocbc skyway daily 9am-9pm last admission 8.30pm supertree observatory daily 4-9pm last admission 8.30pm far east organization child 's garden tue -sun 9am-7pm last admission 6pm closed tuesday public holiday fall preceding monday",https://www.visitsingapore.com/see-do-singapore/nature-wildlife/parks-gardens/gardens-by-the-bay/
75,jurong-lake-gardens,Jurong Lake Gardens,discover paradise greenery family nature lover alike jurong lake garden get close nature spend quality family time along rasau walk meandering boardwalk scenic view jurong lake lush greenery serene surroundings neram stream great place spend quiet afternoon whether nature lover looking bout relaxation jurong lake garden perfect spot unwind nestled west singapore five minute walk away lakeside mrt station twenty-minute drive singapore city centre jurong lake garden must-visit nature lover stripe lush 90-hectare space third newest singapore national garden first zone lakeside garden opened april 2019 remaining two zone chinese garden japanese garden opening progressively 2023 onwards nature walk remember explore ground beautiful garden find surrounded nature verdant glory jurong lake garden home thriving plant life fauna whole host memorable green space explore golden field grassland perfect location instagram snap enchanted beauty alstonia island flooded island share trait freshwater swamp forest looking quiet stroll spend time taking slow rasau walk meandering boardwalk along water edge head beaten path along neram stream series naturalised stream surrounded aquatic plant dragonfly stroll reserve keep eye peeled squirrel long tail macaque smooth-coated otter made garden home garden also home wide variety butterfly specie plain tiger butterfly chestnut bob fun entire family besides nature lover jurong lake garden ideal retreat family 2.3-hectare forest ramble largest nature-themed play space heartland boast 13 distinct installation child range slide swing suspended bridge miniature trampoline shape lily pad attraction include clusia cove charming play area built simulate coastal shore low sandy dune shallow water little one romp jurong lake garden yuan ching road singapore sg,https://www.visitsingapore.com/see-do-singapore/nature-wildlife/parks-gardens/jurong-lake-gardens/
76,mount-faber,Mount Faber Park,getting hilltop dining entertainment spot mount faber cable car half fun enjoy stunning view singapore coastline verdant foliage surround hilltop destination mount faber peak spend unforgettable evening overlooking spectacular view cable car singapore 's mount faber possible drive mount faber singapore second highest hill would deprive experiencing one popular attraction country singapore cable car system link mount faber sentosa island fantastic way see island reach dining entertainment complex occupies peak originally named telok blangah hill renamed mount faber july 1845 honour captain charles edward faber madras engineer built narrow winding road summit installation signal station 2005 cable car station atop mount faber transformed tourist destination known faber peak drink trendy bar restaurant enjoying best view country grab cocktail pick menu sumptuous western fare dusk restaurant bar partake locally-inspired meal comfort cable car cabin pas serenely night light city far unique way spend romantic evening loved one captivating experience whole family mount faber park 109 mount faber road singapore sg,https://www.visitsingapore.com/see-do-singapore/nature-wildlife/parks-gardens/mount-faber/
77,singapore-botanic-gardens,Singapore Botanic Gardens,"singapore oldest garden treasure trove plant lover simply want good time outdoors singapore botanic garden sprawling ground perfect picnicking jogging escaping city buzz known bandstand iconic gazebo photo background site regimental band 1930s testament singapore reputation city garden botanic garden country first unesco heritage site joining rank iconic landmark cambodia angkor wat great wall china established 1859 agri-horticultural society 60 acre land transformed disused plantation popular recreational garden see today well favourite recreation venue jogging dining lazing sprawling ground also leading centre botanical horticultural research highlight include national orchid garden boast world largest orchid display 60,000 plant orchid plant meanwhile sbg heritage museum feature interactive multimedia exhibit panel detail garden rich heritage cdl green gallery display botanical-related exhibit kid blast jacob ballas child garden play learn plant life host restaurant cafe also available satisfy thirsty hungry visitor day sun ready step back concrete jungle orchard road shopping district mere minute away singapore botanic garden 1 cluny road singapore 259569 sg operating hour singapore botanic garden",https://www.visitsingapore.com/see-do-singapore/nature-wildlife/parks-gardens/singapore-botanic-gardens/
78,the-southern-ridges,The Southern Ridges,walk amongst tree ten-kilometre stretch connecting trail home diverse flora teeming wildlife favourite haunt bird-watchers nature lover trail along southern ridge home myriad avian specie red-whiskered bulbul banded bay cuckoo surround tranquility away hustle bustle city southern ridge photo andrew tan want get away city little closer nature southern ridge great place explore bonus also get one best panoramic view city harbour southern island southern ridge ten-kilometre stretch green open space spanning hill singapore popular park garden connected picturesque ridge pathway imagine walking across bridge 36-metres road connecting two hilltop perform exhilarating high-wire act henderson wave distinctive wave-like structure consisting series undulating curved 'ribs also singapore highest pedestrian bridge southern ridge made mount faber park telok blangah hill park hortpark kent ridge park labrador nature reserve bird-watching enthusiast able catch favourite creature natural habitat along trail photographer never run picture opportunity beautiful flora fauna found southern ridge henderson road mount faber park telok blangah hill park singapore 099203 sg,https://www.visitsingapore.com/see-do-singapore/nature-wildlife/parks-gardens/the-southern-ridges/
79,bukit-timah-nature-reserve,Bukit Timah Nature Reserve,experience singapore 's natural wildlife 163-hectare nature reserve walk bike along many trail spend quality time folk getting touch nature take walk park bukit timah nature reserve singapore surprise share wildlife nature garden city 's unexpected gem hidden-away pocket greenery bukit timah nature reserve start exploration reserve bukit timah hill visitor centre learn variety flora fauna found park visitor centre 's exhibition gallery includes interactive touchscreen informative forest ecology tree-spotting display well centerpiece two majestic sumatran tiger replica homage real sumatran tiger used roam reserve gallery display aside reserve also home plenty natural biodiversity long-tailed macaque variety bird specie word wise come prepared mosquito repellent feed monkey take hike reserve find singapore highest hill bukit timah hill challenge trek 163-metre-high slope trail wind pocket forested area trail easy follow revamped 2016 new step boardwalk rope railing several walking route varying difficulty explore depending whether want leisurely stroll full workout prefer explore reserve wheel rather foot also demarcated biking route follow check map information park trail reserve also connected neighbouring central catchment nature reserve via eco-link bke eco-link ecological bridge 62 metre length span bukit timah expressway 's designed encourage wildlife expand habitat using bridge travel two nature reserve thing bukit timah nature reserve make great family-friendly destination spend weekend morning leaving bustle city behind bring kid short nature appreciation walk reserve take note though route bukit timah hill tough work sure prepare trek accordingly kid parent bond art craft heart nature workshop series even embark short nature appreciation walk reserve something even immersive try nature keeper programme young one get learn protection conservation wildlife reserve interested sign workshop bukit timah nature reserve hindhede dr singapore 589318 sg,https://www.visitsingapore.com/see-do-singapore/nature-wildlife/reserves/bukit-timah-nature-reserve/
80,chek-jawa,Chek Jawa,convergence point six natural habitat home diverse wildlife chek jawa one singapore richest eco-systems picturesque slice nature chek jawa offer one singapore richest eco-systems located eastern end pulau ubin chek jawa comprises half dozen major ecosystem ranging coastal forest seagrass lagoon climb top 20-metre-tall jejawi tower admire gorgeous vista surrounding jungle canopy ocean photo walter lim corner rustic island mainland singapore secret wonderland nature stayed hidden local century natural attraction chek jawa discovered area sits slated redevelopment 2000 singaporean realised uncovered 100-hectare wetland teeming wildlife flocked area plan redevelopment halted accidental discovery green sanctuary six major habitat meet mix since given thousand visitor opportunity explore treasure trove biodiversity tucked away corner pulau ubin island mainland singapore need catch ferry get island hire van rent bicycle main village adventurous hike wetland 40 minute 1.1-kilometre boardwalk along coast convenient way view rich plant marine life 20-metre-tall viewing tower also give chance observe bird like collared kingfisher straw-headed bulbul guided tour available educational information chek jawa found visitor centre viewing jetty chek jawa chek jawa pulau ubin singapore sg,https://www.visitsingapore.com/see-do-singapore/nature-wildlife/reserves/chek-jawa/
81,labrador-nature-reserve,Labrador Nature Reserve,rich biodiversity war relic nature lover history enthusiast find plenty labrador nature reserve labrador nature reserve singapore beautiful park rich biodiversity besides trove relic historical insight labrador nature reserve home berlayer creek 960-metre mangrove trail home diverse flora fauna want see local wildlife natural habitat visiting site genuine world war ii wwii fort kind unique experience  are visit labrador nature reserve home 70 kind bird 11 specie butterfly well numerous tree specie rich forest biodiversity also happens played part singapore military history  will discover fascinating historical war site point interest like wwii fort built 1878 defend keppel harbour health fanatic park interspaced fitness station jogging track go around reserve also offer scenic route looking work labrador nature reserve one park connected via nine-kilometre stretch inter-connected open space known southern ridge span green area mount faber park telok blangah hill park kent ridge park labrador nature reserve labrador villa road singapore 119187 sg,https://www.visitsingapore.com/see-do-singapore/nature-wildlife/reserves/labrador-nature-reserve/
82,macritchie-nature-reserve,MacRitchie Nature Trail & Reservoir Park,"macritchie reservoir myriad attraction make playground nature love outdoors lover outdoor activity well nature enthusiast consider kayaking across clear water macritchie reservoir macritchie reservoir nature playground love great outdoors mention macritchie singaporean talk certainly turn cross-country run nature trail treetop walk anchored singapore largest reservoir part water catchment system capture rain water park nature reserve heart singapore popular destination runner water sport enthusiast course nature lover ever wanted enjoy tranquility walking lush green foliage get chance treetop walk 250-metre aerial free standing suspension bridge spanning two highest point within macritchie take exhilarating walk around 11-kilometre nature trail loop known macritchie trail located within tropical rainforest central catchment nature reserve likely bump long-tailed macaque monkey squirrel monitor lizard lucky may even encounter colugo flying lemur owl macritchie reservoir constructed 1867 donation 13,000 philanthropist tan kim seng one four reservoir located within nature reserve others include lower peirce reservoir upper peirce reservoir upper seletar reservoir many attraction scenic spot nature offer macritchie excellent destination anyone love fun outdoors macritchie nature trail reservoir park macritchie reservoir park singapore 298717 sg",https://www.visitsingapore.com/see-do-singapore/nature-wildlife/reserves/macritchie-nature-reserve/
83,sungei-buloh-wetland-reserve,Sungei Buloh Wetland Reserve,trek ecological wonderland greeted native inhabitant include otter kingfisher sunbirds home world rarest mangrove sungei buloh wetland reserve internationally recognised site importance park stopover point migratory bird like pacific gold plover asian dowitcher traverse boardwalk park sure keep eye fascinating mudland creature including malayan water monitor lizard banded archerfish wetland sungei buloh dream come true keen nature lover sprawling 87-hectare ecological site catch migratory bird escaping cold way warmer clime australia–with come far away siberia elsewhere crab mudskipper mud lobster found natural habitat viewed distance observation post dot park sungei buloh wetland reserve world-class eco-tourism experience first discovered 1986 group birdwatchers malayan nature society three year later site designated nature park government 1989 officially opened 1993 properly experience wetland take free guided tour activity like art class prawn farming demonstration keep busy whole day want take break concrete jungle city head ecological gem north-east singapore breath fresh air sungei buloh wetland reserve 301 neo tiew crescent singapore 718925 sg,https://www.visitsingapore.com/see-do-singapore/nature-wildlife/reserves/sungei-buloh-wetland-reserve/
84,kusu-island,Kusu Island,looking local heritage beaten track good dash nature kusu island hit spot take day trip kusu island singapore dose fun sun da bo gong temple kusu island dedicated chinese god prosperity photo tza besides tranquil space singapore southern shore kusu island mean tortoise island chinese steeped local myth folklore version legend abound revolve around story giant tortoise malay man chinese man tortoise transformed island save men shipwrecked grateful built taoist shrine muslim 'keramat shrine malay sacred site many people continue worship island sacred site especially annual kusu pilgrimage season ninth lunar month usually september november da bo gong temple built 1923 dedicated chinese god prosperity hear whisper worshipper wafting incense smoke devotee pray two deity da bo gong wealth good health calm sea guan yin bodhisattva mercy son others make labourious climb 152 step top hill pray shrine three malay saint 'keramat wealth good marriage health harmony well fertility fun sun photo jishu thomas dose nature swimming lagoon beach skip hop away snorkel may even spot sea turtle two 5.6 kilometre south singapore kusu island best day-trippers staying overnight camping permitted get hop public ferry marina south pier one-hour journey includes stop st john island first kusu island kusu island singapore 000704 sg,https://www.visitsingapore.com/see-do-singapore/nature-wildlife/singapore-islands/kusu-island/
